version_full,title,genre,artist,version,difficulty_short,difficulty,level,notes,bpm,bpm_min,bpm_max,measure,duration,kaiden_average,top_score
4th style,Final Count Down (MTO CRY BABY STYLE),METALLIC EURO,dj TAKA feat. Jasmine,4,DPA,8,7,838,164,164,164,75,110,-1,-1
4th style,Final Count Down (MTO CRY BABY STYLE),METALLIC EURO,dj TAKA feat. Jasmine,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,SPN,2,2,122,93,70,93,34,88,223,244
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,SPH,3,5,222,93,70,93,34,88,409,444
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,409,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,DPN,6,5,190,93,70,93,34,88,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,DPH,7,7,222,93,70,93,34,88,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,FLOWERS for ALBION,AMBIENT,dj TAKA,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,SPB,1,3,453,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,SPN,2,6,730,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,SPH,3,9,918,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,SPA,4,10,1094,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,DPN,6,6,702,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,DPH,7,8,913,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,DPA,8,10,1077,150,150,150,62,99,-1,-1
4th style,GET ON BEAT (WILD STYLE),HARD HOUSE,Lion Musashi,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,SPN,2,3,338,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,SPH,3,5,526,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,SPA,4,7,650,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,DPN,6,3,311,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,DPH,7,6,546,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,DPA,8,8,740,98,98,98,46,113,-1,-1
4th style,GIRIGIRI DADDY,R&B,Shoichiro Hirata,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,SPN,2,3,270,132,132,132,55,100,508,540
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,SPH,3,4,468,132,132,132,55,100,888,936
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,SPA,4,6,641,132,132,132,55,100,1226,1282
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,DPN,6,4,362,132,132,132,55,100,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,DPH,7,6,578,132,132,132,55,100,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,DPA,8,7,611,132,132,132,55,100,-1,-1
4th style,HIGHER,DANCE POP,NM feat. Sunny,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,SPN,2,4,420,137,137,137,57,100,785,840
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,SPH,3,6,609,137,137,137,57,100,1072,1214
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,SPA,4,7,665,137,137,137,57,100,1250,1330
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,SPL,5,9,976,137,137,137,57,100,1804,1951
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,DPN,6,5,518,137,137,137,57,100,-1,-1
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,DPH,7,9,880,137,137,137,57,100,-1,-1
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,DPA,8,9,880,137,137,137,57,100,-1,-1
4th style,Hitch Hiker2,WARP HOUSE,good-cool,4,DPL,9,10,880,137,137,137,57,100,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,SPB,1,2,134,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,SPN,2,3,264,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,SPH,3,4,310,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,SPA,4,4,363,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,DPN,6,3,293,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,DPH,7,4,344,140,140,140,52,89,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,I'M FOR REAL,TWO STEP,SLAKE feat.JP Miles,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,SPN,2,4,483,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,SPH,3,5,555,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,SPA,4,8,739,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,DPN,6,5,562,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,DPH,7,7,752,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,DPA,8,10,880,137,137,137,63,110,-1,-1
4th style,INFINITE PRAYER,OCEANIAN TRIBAL TRANCE,L.E.D. feat. GORO,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,SPN,2,6,388,145,145,145,43,71,746,776
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,SPH,3,7,456,145,145,145,43,71,843,911
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,SPA,4,8,512,145,145,145,43,71,954,1024
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,DPN,6,4,327,145,145,145,43,71,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,DPH,7,6,451,145,145,145,43,71,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Jam&Marmalade,WARP HOUSE,FinalOffset,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,SPB,1,2,531,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,SPN,2,5,531,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,SPH,3,8,884,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,SPA,4,10,1120,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,DPN,6,5,530,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,DPH,7,10,1117,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,DPA,8,11,1295,170,170,170,80,113,-1,-1
4th style,JIVE INTO THE NIGHT,DANCE EXPRESS Hi-speed,CYDNEY,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,SPN,2,5,515,130,130,130,56,103,997,1029
4th style,KAMIKAZE,TECHNO,dj nagureo,4,SPH,3,6,745,130,130,130,56,103,1376,1487
4th style,KAMIKAZE,TECHNO,dj nagureo,4,SPA,4,10,1157,130,130,130,56,103,2113,2314
4th style,KAMIKAZE,TECHNO,dj nagureo,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,DPN,6,5,512,130,130,130,56,103,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,DPH,7,7,745,130,130,130,56,103,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,DPA,8,10,1156,130,130,130,56,103,-1,-1
4th style,KAMIKAZE,TECHNO,dj nagureo,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,SPB,1,2,251,144,144,144,52,87,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,SPN,2,4,279,144,144,144,52,87,519,558
4th style,LOVE WILL・・・,TRANCE,riewo,4,SPH,3,4,379,144,144,144,52,87,709,758
4th style,LOVE WILL・・・,TRANCE,riewo,4,SPA,4,7,732,144,144,144,52,87,1402,1464
4th style,LOVE WILL・・・,TRANCE,riewo,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,DPN,6,4,330,144,144,144,52,87,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,DPH,7,6,529,144,144,144,52,87,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,DPA,8,8,726,144,144,144,52,87,-1,-1
4th style,LOVE WILL・・・,TRANCE,riewo,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,SPB,1,2,189,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,SPN,2,5,438,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,SPH,3,6,620,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,SPA,4,11,873,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,DPN,6,5,479,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,DPH,7,8,746,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,DPA,8,8,826,160,160,160,64,96,-1,-1
4th style,LUV TO ME (UCCHIE'S EDITION),EURO BEAT,tiger YAMATO,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,SPN,2,3,271,141,141,141,52,89,507,542
4th style,minimalian,MINIMAL,DETROIAN,4,SPH,3,8,555,141,141,141,52,89,985,1108
4th style,minimalian,MINIMAL,DETROIAN,4,SPA,4,9,706,141,141,141,52,89,1330,1412
4th style,minimalian,MINIMAL,DETROIAN,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,DPN,6,3,263,141,141,141,52,89,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,DPH,7,9,626,141,141,141,52,89,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,DPA,8,12,1015,141,141,141,52,89,-1,-1
4th style,minimalian,MINIMAL,DETROIAN,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,SPN,2,4,428,128,128,128,53,99,708,856
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,SPH,3,5,510,128,128,128,53,99,974,1020
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,SPA,4,10,889,128,128,128,53,99,1655,1778
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,DPN,6,4,428,128,128,128,53,99,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,DPH,7,5,510,128,128,128,53,99,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,DPA,8,10,885,128,128,128,53,99,-1,-1
4th style,Mr.T.(take me higher),DANCE POP,Risky Men  feat.Asuka-M,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,SPN,2,3,295,127,127,127,59,111,-1,590
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,SPH,3,4,486,127,127,127,59,111,-1,968
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,SPA,4,9,790,127,127,127,59,111,-1,1575
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,DPN,6,5,502,127,127,127,59,111,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,DPH,7,9,787,127,127,127,59,111,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nasty!,DANCE POP,Baby Weapon feat. Asuka.M,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,SPN,2,4,369,170,170,170,80,113,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,SPH,3,5,643,170,170,170,80,113,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,DPN,6,4,300,170,170,170,80,113,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,DPH,7,5,643,170,170,170,80,113,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NEW YORK CITY BOY,DANCE EXPRESS Hi-speed,GUY THOMAS,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,SPB,1,3,230,138,138,138,58,101,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,SPN,2,4,305,138,138,138,58,101,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,SPH,3,5,466,138,138,138,58,101,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,DPN,6,5,402,138,138,138,58,101,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,DPH,7,8,791,138,138,138,58,101,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,NORTH,CELTRANCE,WALL5,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,SPN,2,2,196,128,128,128,56,105,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,SPH,3,3,256,128,128,128,56,105,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,DPN,6,1,247,128,128,128,56,105,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,DPH,7,2,257,128,128,128,56,105,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Nothing Ain't Stoppin' Us,DISCO,Shoichiro Hirata,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,SPN,2,3,230,94,94,94,30,77,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,SPH,3,4,259,94,94,94,30,77,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,DPN,6,3,227,94,94,94,30,77,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,DPH,7,4,261,94,94,94,30,77,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Rest my mind,HIPHOP,dj nagureo feat. Doublecheese,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,SPB,1,3,323,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,SPN,2,5,378,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,SPH,3,6,553,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,SPA,4,9,655,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,DPN,6,4,385,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,DPH,7,6,585,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,DPA,8,8,646,204,188,204,72,85,-1,-1
4th style,R壱萬,RAVE,tiger YAMATO,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,SPN,2,3,325,90,90,90,41,109,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,SPH,3,5,457,90,90,90,41,109,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,SPA,4,5,473,90,90,90,41,109,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,DPN,6,4,453,90,90,90,41,109,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,DPH,7,7,690,90,90,90,41,109,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SANA MOLLETTE NE ENTE,CUBAN GROOVE,Togo Project feat. Sana,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,SPB,1,1,203,160,160,160,46,69,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,SPN,2,3,223,160,160,160,46,69,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,SPH,3,5,334,160,160,160,46,69,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,SPA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,DPN,6,3,258,160,160,160,46,69,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,DPH,7,4,359,160,160,160,46,69,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,sanctus,ROCK OPERA,Osamu Kubota,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,SPN,2,4,411,126,126,126,62,118,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,SPH,3,5,573,126,126,126,62,118,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,SPA,4,6,585,126,126,126,62,118,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,SPL,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,DPN,6,4,547,126,126,126,62,118,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,DPH,7,5,584,126,126,126,62,118,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,DPA,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,Small Waves,CLUB MIX,dj TAKA,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,SPB,1,2,224,182,182,182,79,104,427,448
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,SPN,2,5,456,182,182,182,79,104,800,912
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,SPH,3,8,719,182,182,182,79,104,1291,1436
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,SPA,4,9,800,182,182,182,79,104,1481,1600
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,SPL,5,10,1039,182,182,182,79,104,-1,-1
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,DPN,6,5,566,182,182,182,79,104,-1,-1
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,DPH,7,8,796,182,182,182,79,104,-1,-1
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,DPA,8,12,1098,182,182,182,79,104,-1,-1
4th style,starmine,HAPPY HARDCORE,Ryu☆,4,DPL,9,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SWEET LAB,LOUNGE HOUSE,DJ SIMON,4,SPB,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4th style,SWEET LAB,LOUNGE HOUSE,DJ SIMON,4,SPN,2,3,280,120,120,120,46,92,476,560
